PlanetIdentifier,AgeGyr,AscendingNodeDeg,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarAgeGyr,HostStarMassSlrMass,HostStarMetallicity,HostStarRadiusSlrRad,HostStarTempK,InclinationDeg,LastUpdated,ListsPlanetIsOn,LongitudeDeg,PeriastronDeg,PeriodDays,PlanetaryMassJpt,RadiusJpt,RightAscension,SemiMajorAxisAU,SurfaceTempK,TypeFlag,HostStar
UZ For (AB) d,,,-25 44 22,timing,2011.0,,0.05,,0.84,,,5700.0,,11/06/08,Confirmed planets,,,1900.0,7.7,,03 35 29,2.8,127.9,0,UZ For (AB)
Kepler-870 b,,,+50 28 43,transit,2016.0,,,,1.01,-0.01,1.02,5857.0,,16/05/10,Confirmed planets,,,21.3587621,,0.248,19 41 37,,,0,Kepler-870
Kepler-1240 b,,,+40 33 27,transit,2016.0,,,,0.98,0.04,0.96,5682.0,,16/05/10,Confirmed planets,,,4.8663815,,0.10300000000000001,18 51 59.9,,,0,Kepler-1240
Kepler-587 b,,,+47 23 57,transit,2016.0,,,,0.92,-0.05,0.89,5549.0,,16/05/10,Confirmed planets,,,10.94027841,,0.19899999999999998,19 14 41,,,0,Kepler-587
Kepler-1596 b,,,+49 19 48,transit,2016.0,,,,0.95,-0.11,0.92,5706.0,,16/05/10,Confirmed planets,,,66.373379,,0.17,19 02 14,,,0,Kepler-1596
Kepler-75 b,,,+36 34 39,transit,2013.0,1140.0,0.57,6.2,0.91,0.3,0.89,5200.0,89.12,13/03/26,Confirmed planets,,63.5,8.884911599999999,10.1,1.05,19 24 33,0.0818,,0,Kepler-75
CoRoT-28 b,,,+05 34 25.72,transit,2015.0,560.0,0.047,12.0,1.01,0.15,1.78,5150.0,88.1,15/04/07,Confirmed planets,,,5.2085099999999995,0.484,0.955,18 34 45.21,0.059,,0,CoRoT-28
Kepler-517 b,,,+41 17 43,transit,2016.0,,,,0.95,-0.06,0.98,5690.0,,16/05/10,Confirmed planets,,,60.92832271,,0.23800000000000002,19 34 42,,,0,Kepler-517
Kepler-310 c,,,+46 59 12,transit,2014.0,713.11,,,0.97,,0.8759999999999999,5797.0,,14/02/26,Confirmed planets,,,56.47541999999999,,0.30801999999999996,19 15 21,,,0,Kepler-310
Kepler-310 d,,,+46 59 12,transit,2014.0,713.11,,,0.97,,0.8759999999999999,5797.0,,14/02/26,Confirmed planets,,,92.876125,,0.22509,19 15 21,,,0,Kepler-310
Kepler-310 b,,,+46 59 12,transit,2014.0,713.11,,,0.97,,0.8759999999999999,5797.0,,14/02/26,Confirmed planets,,,13.930698000000001,,0.10845,19 15 21,,,0,Kepler-310
HD 141399 b,,,+46 59 10.542,RV,2014.0,37.38,0.04,,1.07,0.35,1.46,5600.0,,17/12/09,Confirmed planets,,-90.0,94.44,0.451,,15 46 53.8133,0.415,,0,HD 141399
HD 141399 c,,,+46 59 10.542,RV,2014.0,37.38,0.048,,1.07,0.35,1.46,5600.0,,17/12/09,Confirmed planets,,-140.0,210.99,1.33,,15 46 53.8133,0.6890000000000001,,0,HD 141399
HD 141399 d,,,+46 59 10.542,RV,2014.0,37.38,0.07400000000000001,,1.07,0.35,1.46,5600.0,,17/12/09,Confirmed planets,,-140.0,1069.8,1.18,,15 46 53.8133,2.09,,0,HD 141399
HD 141399 e,,,+46 59 10.542,RV,2014.0,37.38,0.26,,1.07,0.35,1.46,5600.0,,17/12/09,Confirmed planets,,-10.0,5000.0,0.66,,15 46 53.8133,5.0,,0,HD 141399
K2-26 b,,,+24 35 47.08,transit,2016.0,93.0,,,0.56,-0.13,0.52,3785.0,88.4,16/01/21,Confirmed planets,,,14.5665,,0.2382,06 16 49.579,0.0962,,0,K2-26
Kepler-279 c,,,+42 11 41,transit,2014.0,1287.1,,,1.31,,1.746,6363.0,,14/02/26,Confirmed planets,,,35.740844,,0.48663999999999996,19 09 33,,,0,Kepler-279
Kepler-279 b,,,+42 11 41,transit,2014.0,1287.1,,,1.31,,1.746,6363.0,,14/02/26,Confirmed planets,,,12.309681,,0.32989,19 09 33,,,0,Kepler-279
Kepler-279 d,,,+42 11 41,transit,2014.0,1287.1,,,1.31,,1.746,6363.0,,14/02/26,Confirmed planets,,,54.399606000000006,,0.45201,19 09 33,,,0,Kepler-279
HAT-P-9 b,,,+37 08 26,transit,2008.0,480.0,0.0,,1.28,0.12,1.32,6350.0,86.5,11/05/20,Confirmed planets,,,3.922814,0.67,1.4,07 20 40,0.053,1397.3,0,HAT-P-9
Kepler-1066 b,,,+46 30 08,transit,2016.0,,,,0.98,-0.03,0.98,5762.0,,16/05/10,Confirmed planets,,,1.93155984,,0.21100000000000002,19 55 28,,,0,Kepler-1066
WASP-83 b,,,-19 17 03.4,transit,2014.0,300.0,,5.0,1.11,0.29,1.05,5480.0,88.9,14/10/24,Confirmed planets,,,4.971252,0.3,1.04,12 40 36.51,0.059000000000000004,1120.0,0,WASP-83
Kepler-1424 b,,,+40 13 46,transit,2016.0,,,,1.02,0.01,1.07,5838.0,,16/05/10,Confirmed planets,,,29.6091744,,0.10300000000000001,19 23 58,,,0,Kepler-1424
HATS-22 b,,,-29 32 35.9,transit,2016.0,207.9,0.079,4.6,0.759,0.0,0.6890000000000001,4803.0,87.96,16/07/11,Confirmed planets,,56.0,4.7228124000000005,2.74,0.953,11 36 02.34,0.05025,,0,HATS-22
Kepler-1136 b,,,+44 14 45,transit,2016.0,,,,0.72,0.03,0.68,4512.0,,16/05/10,Confirmed planets,,,2.36172433,,0.146,18 56 26,,,0,Kepler-1136
Kepler-205 b,,,+41 51 40,transit,2014.0,172.98,,,0.592,,0.546,4321.0,,14/02/26,Confirmed planets,,,2.75564,,0.13760999999999998,19 01 08,,,0,Kepler-205
Kepler-205 c,,,+41 51 40,transit,2014.0,172.98,,,0.592,,0.546,4321.0,,14/02/26,Confirmed planets,,,20.306546,,0.14945,19 01 08,,,0,Kepler-205
HD 208527 b,,,+21 14 23,RV,2012.0,320.2,0.08,,1.6,-0.09,51.1,3950.0,,12/11/11,Confirmed planets,,,875.5,9.9,,21 56 24,2.1,877.3,0,HD 208527
HD 11755 b,,,+73 09 08.58,RV,2015.0,231.5,0.19,,0.9,-0.74,27.3,4312.5,,15/09/30,Confirmed planets,,,433.7,6.5,,01 58 50.087,1.08,,0,HD 11755
Kepler-1405 b,,,+39 15 22,transit,2016.0,,,,1.05,0.03,1.07,5925.0,,16/05/10,Confirmed planets,,,28.2274184,,0.353,19 42 44,,,0,Kepler-1405
HD 192263 b,,,-00 52 01,RV,1999.0,19.9,0.008,,0.81,-0.2,0.75,4965.0,,12/06/12,Confirmed planets,,,24.3587,0.733,,20 14 00,0.15312,484.5,0,HD 192263
Kepler-1188 b,,,+43 08 53,transit,2016.0,,,,1.04,0.0,1.06,5913.0,,16/05/10,Confirmed planets,,,17.1369543,,0.18600000000000003,18 52 25,,,0,Kepler-1188
HD 19994 A b,,,-01 11 45,RV,2000.0,22.38,0.3,,1.34,0.25,1.93,,,12/12/08,"""Confirmed planets,  Planets in binary systems,  S-type""",,,535.7,1.68,,03 12 46,1.42,,2,HD 19994 A
Kepler-1379 b,,,+41 24 37,transit,2016.0,,,,0.83,-0.04,0.79,5188.0,,16/05/10,Confirmed planets,,,0.88184115,,0.11599999999999999,19 34 41,,,0,Kepler-1379
EPIC 201637175 b,,,+02 37 06.79,transit,2015.0,225.0,,,0.6,0.03,0.57,3830.0,,15/05/03,"""Confirmed planets,  Planets in binary systems,  S-type""",,,0.381071,,,11 17 55.856,0.0088,,2,EPIC 201637175
Kepler-1108 b,,,+45 59 07,transit,2016.0,,,,0.88,-0.09,0.84,5406.0,,16/05/10,Confirmed planets,,,4.51005748,,0.13,19 44 10,,,0,Kepler-1108
HAT-P-17 b,,,+30 29 19,transit,2010.0,90.0,0.34600000000000003,,0.857,,0.8370000000000001,5246.0,89.2,12/04/03,Confirmed planets,,,10.338523,0.534,1.01,21 38 09,0.0882,707.1,0,HAT-P-17
HAT-P-17 c,,,+30 29 19,RV,2010.0,90.0,0.1,,0.857,,0.8370000000000001,5246.0,,10/12/10,Confirmed planets,,,1798.0,1.4,,21 38 09,2.75,127.5,0,HAT-P-17
HATS-24 b,,,-61 15 10,transit,2016.0,510.0,0.24,0.88,1.212,0.0,1.172,6346.0,86.6,16/07/11,Confirmed planets,,,1.3484954,2.44,1.4869999999999999,17 55 34,0.02547,,0,HATS-24
WASP-101 b,,,-23 29 10,transit,2013.0,,,0.9,1.34,0.2,1.29,6400.0,85.0,13/10/22,Confirmed planets,,,3.585722,0.5,1.41,06 33 24,0.0506,1560.0,0,WASP-101
Kepler-147 c,,,+39 05 13,transit,2014.0,1106.65,,,0.98,,1.4680000000000002,6012.0,,14/02/26,Confirmed planets,,,33.416422999999995,,0.22145,19 11 54,,,0,Kepler-147
Kepler-147 b,,,+39 05 13,transit,2014.0,1106.65,,,0.98,,1.4680000000000002,6012.0,,14/02/26,Confirmed planets,,,12.610584,,0.13943,19 11 54,,,0,Kepler-147
Kepler-313 b,,,+48 46 31,transit,2014.0,1159.02,,,0.96,,1.536,5727.0,,14/02/26,Confirmed planets,,,14.970417999999999,,0.23056,19 53 10,,,0,Kepler-313
Kepler-313 c,,,+48 46 31,transit,2014.0,1159.02,,,0.96,,1.536,5727.0,,14/02/26,Confirmed planets,,,32.273272999999996,,0.2342,19 53 10,,,0,Kepler-313
HD 169830 b,,,-29 49 00.7073,RV,2000.0,36.6,0.31,2.3,1.41,0.21,1.84,6300.0,,17/12/10,Confirmed planets,,148.0,225.62,2.88,,18 27 49.48353,0.81,,0,HD 169830
HD 169830 c,,,-29 49 00.7073,RV,2003.0,36.6,0.0,2.3,1.41,0.21,1.84,6300.0,,17/12/10,Confirmed planets,,95.7,1834.3,3.54,,18 27 49.48353,3.29,,0,HD 169830
BD-17 63 b,,,-16 13 34.8458,RV,2008.0,35.7,0.54,4.3,0.74,-0.03,0.69,4714.0,,15/11/17,Confirmed planets,,112.2,655.6,5.1,,00 28 34.30654,1.34,,0,BD-17 63
Kepler-849 b,,,+48 31 17,transit,2016.0,,,,1.23,0.12,1.64,6059.0,,16/05/10,Confirmed planets,,,394.6244904,,0.637,19 23 24,,,0,Kepler-849
Kepler-11 b,,,+41 54 33,transit,2011.0,613.20279,0.045,8.1,0.961,,1.053,5663.0,89.55,13/05/28,Confirmed planets,,,10.3039,0.0059770000000000005,0.164035,19 48 27,0.091,870.7,0,Kepler-11
Kepler-11 c,,,+41 54 33,transit,2011.0,613.20279,0.026000000000000002,8.1,0.961,,1.053,5663.0,89.65,13/05/28,Confirmed planets,,,13.0241,0.009028,0.261544,19 48 27,0.107,806.8,0,Kepler-11
Kepler-11 d,,,+41 54 33,transit,2011.0,613.20279,0.004,8.1,0.961,,1.053,5663.0,89.76,13/05/28,Confirmed planets,,,22.6845,0.022964,0.28341500000000003,19 48 27,0.155,658.7,0,Kepler-11
Kepler-11 e,,,+41 54 33,transit,2011.0,613.20279,0.012,8.1,0.961,,1.053,5663.0,88.91,13/05/28,Confirmed planets,,,31.9996,0.025166,0.380925,19 48 27,0.195,596.4,0,Kepler-11
Kepler-11 f,,,+41 54 33,transit,2011.0,613.20279,0.013000000000000001,8.1,0.961,,1.053,5663.0,89.5,13/05/28,Confirmed planets,,,46.6888,0.006291,0.226003,19 48 27,0.25,525.3,0,Kepler-11
Kepler-11 g,,,+41 54 33,transit,2011.0,613.20279,,8.1,0.961,,1.053,5663.0,89.89,13/05/28,Confirmed planets,,,118.3807,,0.303464,19 48 27,0.466,386.4,0,Kepler-11
HD 42618 b,,,+06 46 59.057,RV,2016.0,24.36,0.19,,1.015,-0.09,0.9990000000000001,5727.0,,17/11/27,Confirmed planets,,101.0,149.61,0.04531,,06 12 00.5669,0.5539999999999999,,0,HD 42618
Kepler-200 b,,,+41 14 14,transit,2014.0,643.59,,,1.042,,0.9440000000000001,5678.0,,14/02/26,Confirmed planets,,,8.594805000000001,,0.19411,18 57 38,,,0,Kepler-200
Kepler-200 c,,,+41 14 14,transit,2014.0,643.59,,,1.042,,0.9440000000000001,5678.0,,14/02/26,Confirmed planets,,,10.222157000000001,,0.1449,18 57 38,,,0,Kepler-200
Kepler-444 b,,,+41 38 04.5682,transit,2015.0,35.7,0.08,11.23,0.758,-0.55,0.752,5046.0,88.0,15/07/28,"""Confirmed planets,  Planets in binary systems,  S-type""",,,3.6001053,,0.036726,19 19 00.54910,0.04178,,2,Kepler-444
Kepler-444 c,,,+41 38 04.5682,transit,2015.0,35.7,0.12,11.23,0.758,-0.55,0.752,5046.0,88.2,15/07/28,"""Confirmed planets,  Planets in binary systems,  S-type""",,,4.545884099999999,,0.045292,19 19 00.54910,0.04881,,2,Kepler-444
Kepler-444 d,,,+41 38 04.5682,transit,2015.0,35.7,0.18,11.23,0.758,-0.55,0.752,5046.0,88.16,15/07/28,"""Confirmed planets,  Planets in binary systems,  S-type""",,,6.189392,,0.048299,19 19 00.54910,0.06,,2,Kepler-444
Kepler-444 e,,,+41 38 04.5682,transit,2015.0,35.7,0.02,11.23,0.758,-0.55,0.752,5046.0,89.13,15/07/28,"""Confirmed planets,  Planets in binary systems,  S-type""",,,7.743492999999999,,0.049757,19 19 00.54910,0.0696,,2,Kepler-444
Kepler-444 f,,,+41 38 04.5682,transit,2015.0,35.7,0.29,11.23,0.758,-0.55,0.752,5046.0,87.96,15/02/01,"""Confirmed planets,  Planets in binary systems,  S-type""",,,9.740486,,0.06752799999999999,19 19 00.54910,0.0811,,2,Kepler-444
WASP-119 b,,,-65 11 37.8,transit,2016.0,333.0,,,1.02,0.14,,5650.0,85.0,16/02/04,Confirmed planets,,,2.49979,1.23,1.4,03 43 44.02,0.0363,1600.0,0,WASP-119
HD 168443 b,,,-09 35 34,RV,1998.0,37.38,0.52883,,0.995,0.04,1.51,5591.0,,11/09/26,Confirmed planets,,,58.112469999999995,7.659,,18 20 04,0.2931,549.0,0,HD 168443
HD 168443 c,,,-09 35 34,RV,2001.0,37.38,0.2113,,0.995,0.04,1.51,5591.0,35.7,11/09/26,Confirmed planets,,,1749.83,17.192999999999998,,18 20 04,2.8373,179.3,0,HD 168443
Kepler-285 b,,,+48 03 56,transit,2014.0,864.99,,,0.865,,0.8079999999999999,5411.0,,14/02/26,Confirmed planets,,,2.633867,,0.12211,19 25 33,,,0,Kepler-285
Kepler-285 c,,,+48 03 56,transit,2014.0,864.99,,,0.865,,0.8079999999999999,5411.0,,14/02/26,Confirmed planets,,,6.186676,,0.10207000000000001,19 25 33,,,0,Kepler-285
Kepler-1522 b,,,+52 04 13,transit,2016.0,,,,0.96,-0.07,0.93,5706.0,,16/05/10,Confirmed planets,,,1.84788917,,0.154,19 19 22,,,0,Kepler-1522
Kepler-575 b,,,+37 49 47,transit,2016.0,,,,0.97,0.0,0.95,5710.0,,16/05/10,Confirmed planets,,,9.37891944,,0.213,19 07 51,,,0,Kepler-575
Kepler-48 b,,,+40 56 56,transit,2012.0,313.14,,,0.89,,0.89,5190.0,,12/08/19,Confirmed planets,,,4.7779803,0.015078999999999999,0.195019,19 56 33,,,0,Kepler-48
Kepler-48 c,,,+40 56 56,transit,2012.0,313.14,,,0.89,,0.89,5190.0,,12/08/19,Confirmed planets,,,9.673928300000002,0.033219,0.286149,19 56 33,,,0,Kepler-48
Kepler-48 d,,,+40 56 56,transit,2014.0,313.14,,,0.89,,0.89,5190.0,,14/02/24,Confirmed planets,,,42.8961,0.024945,0.185906,19 56 33,,,0,Kepler-48
Kepler-48 e,,,+40 56 56,RV,2014.0,313.14,,,0.89,,0.89,5190.0,,14/02/24,Confirmed planets,,,982.0,2.066725,,19 56 33,,,0,Kepler-48
Kepler-537 b,,,+51 16 37,transit,2016.0,,,,1.07,0.23,0.99,5763.0,,16/05/10,Confirmed planets,,,3.24755522,,0.126,19 19 31,,,0,Kepler-537
Kepler-1175 b,,,+46 48 46,transit,2016.0,,,,0.9,-0.04,0.86,5453.0,,16/05/10,Confirmed planets,,,37.94563,,0.267,19 16 34,,,0,Kepler-1175
WASP-95 b,,,-48 00 11,transit,2013.0,,,3.0,1.11,0.14,1.13,5630.0,88.4,13/10/22,Confirmed planets,,,2.184673,1.13,1.21,22 29 50,0.03416,1570.0,0,WASP-95
Kepler-936 b,,,+46 44 11,transit,2016.0,,,,0.92,0.05,0.89,5482.0,,16/05/10,Confirmed planets,,,10.56134221,,0.129,19 34 19,,,0,Kepler-936
Kappa And b,,,+44 20 02.1566,imaging,2012.0,51.6,,0.047,2.7680000000000002,0.0,2.109,11327.0,,17/12/04,Confirmed planets,,,,22.0,,23 40 24.50763,,2040.0,0,Kappa And
HAT-P-53 b,,,+38 58 05.3,transit,2015.0,719.0,,4.67,1.093,0.0,1.209,5956.0,86.2,15/03/13,Confirmed planets,,,1.9616241,1.484,1.318,01 27 29.05,0.03159,1778.0,0,HAT-P-53
Kepler-1533 b,,,+44 42 48,transit,2016.0,,,,1.31,0.03,1.51,6431.0,,16/05/10,Confirmed planets,,,308.5471,,0.309,19 43 54,,,0,Kepler-1533
KIC 12557548 b,,,+51 30 17.00,transit,2012.0,,,,0.6659999999999999,-0.18,0.66,4550.0,,17/12/21,Confirmed planets,,,0.6535538000000001,,,19 23 51.891,,,0,KIC 12557548
Kepler-596 b,,,+51 41 09,transit,2016.0,,,,1.21,0.03,1.32,6267.0,,16/05/10,Confirmed planets,,,21.30022655,,0.309,19 18 00,,,0,Kepler-596
Kepler-1332 b,,,+43 54 49,transit,2016.0,,,,0.95,0.0,0.9,5581.0,,16/05/10,Confirmed planets,,,11.87456832,,0.122,19 24 07,,,0,Kepler-1332
EPIC 201208431 b,,,-03 54 20.11,transit,2015.0,218.0,,,0.63,-0.12,0.6,4197.0,,15/07/07,"""Confirmed planets,  Planets in binary systems,  S-type""",,,10.00329,,0.218,11 38 58.953,0.0777,563.0,2,EPIC 201208431
Kepler-1578 b,,,+47 46 32,transit,2016.0,,,,0.9,-0.13,0.86,5545.0,,16/05/10,Confirmed planets,,,1.45088691,,0.09300000000000001,19 13 12,,,0,Kepler-1578
Kepler-218 c,,,+46 15 59,transit,2014.0,675.18,,,1.019,,1.063,5502.0,,14/02/26,Confirmed planets,,,44.699576,,0.28615,19 41 39,,,0,Kepler-218
Kepler-218 b,,,+46 15 59,transit,2014.0,675.18,,,1.019,,1.063,5502.0,,14/02/26,Confirmed planets,,,3.6193370000000002,,0.13487000000000002,19 41 39,,,0,Kepler-218
Kepler-218 d,,,+46 15 59,transit,2016.0,675.18,,,1.019,,1.063,5502.0,,16/05/10,Confirmed planets,,,124.5244647,,0.237,19 41 39,,,0,Kepler-218
SR 12 C,,,-24 41 40,imaging,2011.0,125.0,,,,,,,,11/03/08,"""Confirmed planets,  Planets in binary systems,  P-type""",,,,13.0,,16 27 20,,,1,SR 12
Kepler-1277 b,,,+40 34 21,transit,2016.0,,,,0.94,-0.01,0.92,5578.0,,16/05/10,Confirmed planets,,,40.8365012,,0.14300000000000002,19 40 25,,,0,Kepler-1277
Kepler-262 c,,,+37 15 09,transit,2014.0,717.13,,,,,0.8809999999999999,5841.0,,14/02/26,Confirmed planets,,,21.853722,,0.14945,19 22 54,,,0,Kepler-262
Kepler-262 b,,,+37 15 09,transit,2014.0,717.13,,,,,0.8809999999999999,5841.0,,14/02/26,Confirmed planets,,,13.060855,,0.12394000000000001,19 22 54,,,0,Kepler-262
Kepler-1562 b,,,+46 44 37,transit,2016.0,,,,1.02,0.11,1.05,5760.0,,16/05/10,Confirmed planets,,,64.2737752,,0.317,19 37 49,,,0,Kepler-1562
Kepler-1487 b,,,+38 38 40,transit,2016.0,,,,1.38,0.04,1.63,6541.0,,16/05/10,Confirmed planets,,,7.31946363,,0.19,19 41 59.6,,,0,Kepler-1487
Kepler-1594 b,,,+47 57 43,transit,2016.0,,,,1.06,0.03,1.08,5946.0,,16/05/10,Confirmed planets,,,2.71603809,,0.095,19 34 30,,,0,Kepler-1594
HD 290327 b,,,-02 16 39,RV,2009.0,54.9,0.08,,0.9,-0.11,1.0,5552.0,,10/09/08,Confirmed planets,,,2443.0,2.54,,05 23 22,3.43,132.1,0,HD 290327
Kepler-1251 b,,,+49 15 23,transit,2016.0,,,,0.92,-0.04,0.89,5545.0,,16/05/10,Confirmed planets,,,45.0904643,,0.16399999999999998,19 28 28,,,0,Kepler-1251
Kepler-1440 b,,,+48 18 44,transit,2016.0,,,,0.98,0.04,0.96,5698.0,,16/05/10,Confirmed planets,,,39.859484,,0.11199999999999999,19 01 23,,,0,Kepler-1440
Nu Oct A b,,237.8,-77 23 24.1563,RV,2009.0,22.1,0.12,,1.61,0.18,5.81,4860.0,115.0,17/12/01,"""Controversial,  Planets in binary systems,  S-type""",,355.0,,2.1,,21 41 28.64977,1.27261,,2,Nu Oct A
Kepler-1582 b,,,+41 09 31,transit,2016.0,,,,0.28,0.48,0.3,3208.0,,16/05/10,Confirmed planets,,,4.83817712,,0.133,19 17 30,,,0,Kepler-1582
Kepler-601 b,,,+42 10 36,transit,2016.0,,,,0.85,-0.02,0.79,5160.0,,16/05/10,Confirmed planets,,,5.37886844,,0.17,18 48 01,,,0,Kepler-601
Psi-1 Draconis B b,,,+72 08 55.8481,RV,2015.0,22.93,0.4,2.5,1.19,0.0,,6213.0,,15/12/28,"""Confirmed planets,  Planets in binary systems,  S-type""",,64.0,3117.0,1.53,,17 41 56.35536,4.43,,2,Psi-1 Draconis B
EPIC 206318379 b,,,-07 57 19.3,transit,2015.0,53.0,0.0,,0.264,0.31,0.293,3214.0,89.14,16/03/07,Confirmed planets,,,2.26041,,0.212,22 22 29.85,0.0216,,0,EPIC 206318379
Kepler-1371 b,,,+47 33 07,transit,2016.0,,,,0.87,-0.07,0.83,5361.0,,16/05/10,Confirmed planets,,,3.4462039,,0.065,19 15 20,,,0,Kepler-1371
Kepler-1371 c,,,+47 33 07,transit,2016.0,,,,0.87,-0.07,0.83,5361.0,,16/05/10,Confirmed planets,,,2.00541269,,0.057,19 15 20,,,0,Kepler-1371
Kepler-204 b,,,+41 45 42,transit,2014.0,854.31,,,1.05,,1.238,5812.0,,14/02/26,Confirmed planets,,,14.400974,,0.23056,19 01 23,,,0,Kepler-204
Kepler-204 c,,,+41 45 42,transit,2014.0,854.31,,,1.05,,1.238,5812.0,,14/02/26,Confirmed planets,,,25.660593,,0.16312000000000001,19 01 23,,,0,Kepler-204
HD 87883 b,,,+34 14 32,RV,2009.0,18.1,0.53,,0.82,0.09300000000000001,0.76,4980.0,8.5,15/10/07,Confirmed planets,,,2754.0,1.78,,10 08 43,3.6,,0,HD 87883
Kepler-837 b,,,+45 57 01,transit,2016.0,,,,0.85,-0.18,0.81,5403.0,,16/05/10,Confirmed planets,,,16.56059504,,0.228,19 00 59,,,0,Kepler-837
HD 95872 b,,,-22 05 38.41,RV,2015.0,,0.06,10.0,0.95,0.41,,5312.0,,15/12/28,Confirmed planets,,17.0,4375.0,4.6,,11 03 28.071,5.2,,0,HD 95872
Kepler-617 b,,,+47 30 59,transit,2016.0,,,,0.51,-0.07,0.48,3712.0,,16/05/10,Confirmed planets,,,1.68269615,,0.11800000000000001,18 54 58,,,0,Kepler-617
Kepler-1621 b,,,+43 50 28,transit,2016.0,,,,1.15,0.03,1.24,6158.0,,16/05/10,Confirmed planets,,,92.263714,,0.193,19 50 21,,,0,Kepler-1621
Kepler-1466 b,,,+44 36 36,transit,2016.0,,,,1.01,-0.07,1.02,5884.0,,16/05/10,Confirmed planets,,,31.1750448,,0.138,19 19 19,,,0,Kepler-1466
Kepler-830 b,,,+42 45 25,transit,2016.0,,,,1.07,-0.02,1.11,6037.0,,16/05/10,Confirmed planets,,,11.29695137,,0.152,19 40 13,,,0,Kepler-830
HD 164604 b,,,-28 33 38,RV,2010.0,38.0,0.24,,0.8,-0.18,,5150.0,,10/01/26,Confirmed planets,,,606.4,2.7,,18 03 07,1.13,157.4,0,HD 164604
Kepler-1539 b,,,+44 16 07,transit,2016.0,,,,0.84,-0.01,0.8,5176.0,,16/05/10,Confirmed planets,,,133.3036741,,0.24100000000000002,18 56 53,,,0,Kepler-1539
HD 103774 b,,,-12 06 28,RV,2013.0,55.0,0.09,,1.335,0.28,,6489.0,,13/01/14,Confirmed planets,,-42.0,5.8881,0.36700000000000005,,11 56 55,0.07,1310.9,0,HD 103774
Kepler-77 b,,,+44 20 44,transit,2013.0,570.0,,7.5,0.95,0.2,0.99,5520.0,88.0,14/04/03,Confirmed planets,,,3.5787087,0.43,0.96,19 18 25,0.04501,1189.0,0,Kepler-77
Kepler-941 b,,,+47 13 03,transit,2016.0,,,,0.89,-0.15,0.86,5539.0,,16/05/10,Confirmed planets,,,17.42395198,,0.275,19 37 18,,,0,Kepler-941
GJ 422 b,,,-57 32 51.5988,RV,2014.0,12.67,0.05,,0.35,,,3323.0,,15/04/21,Controversial,,250.0,26.160999999999998,0.031,,11 16 00.20551,0.11900000000000001,,0,GJ 422
Kepler-1318 b,,,+41 09 03,transit,2016.0,,,,0.73,-0.01,0.7,4598.0,,16/05/10,Confirmed planets,,,213.257663,,0.27699999999999997,19 21 30,,,0,Kepler-1318
Kepler-642 b,,,+42 37 30,transit,2016.0,,,,1.4,0.06,1.66,6570.0,,16/05/10,Confirmed planets,,,4.41745855,,0.259,19 35 20,,,0,Kepler-642
HD 133131 A b,,,-27 50 33.18,RV,2016.0,47.0,0.32,9.7,0.95,-0.306,,5799.0,,16/08/24,"""Confirmed planets,  Planets in binary systems,  S-type""",,,649.0,1.43,,15 03 35.44,1.44,,2,HD 133131 A
HD 133131 A c,,,-27 50 33.18,RV,2016.0,47.0,0.47,9.7,0.95,-0.306,,5799.0,,16/08/24,"""Confirmed planets,  Planets in binary systems,  S-type""",,,3407.0,0.48,,15 03 35.44,4.36,,2,HD 133131 A
HD 133131 B b,,,-27 50 33.18,RV,2016.0,47.0,0.62,9.7,0.93,-0.281,,5805.0,,16/08/24,"""Confirmed planets,  Planets in binary systems,  S-type""",,,6119.0,2.5,,15 03 35.44,,,2,HD 133131 B
Kepler-1541 b,,,+48 01 46,transit,2016.0,,,,0.86,-0.04,0.81,5282.0,,16/05/10,Confirmed planets,,,8.40691199,,0.10300000000000001,18 55 09,,,0,Kepler-1541
Kepler-1290 b,,,+43 51 35,transit,2016.0,,,,0.95,-0.02,0.93,5660.0,,16/05/10,Confirmed planets,,,4.69500134,,0.127,19 22 44,,,0,Kepler-1290
Kepler-606 b,,,+44 22 53,transit,2016.0,,,,1.13,0.01,1.22,6161.0,,16/05/10,Confirmed planets,,,24.31575992,,0.295,19 29 43,,,0,Kepler-606
Kepler-63 b,,,+49 32 54,transit,2013.0,200.0,,,0.9840000000000001,0.05,0.9009999999999999,5576.0,87.806,13/08/01,Confirmed planets,,,9.434150500000001,,0.556806,19 16 54,0.08,,0,Kepler-63
Kepler-534 b,,,+49 32 24,transit,2016.0,,,,1.05,0.01,0.98,5884.0,,16/05/10,Confirmed planets,,,15.95994513,,0.2,19 45 40,,,0,Kepler-534
PTFO 8-8695 b,,,+01 34 24.33,transit,2012.0,330.0,,0.00268,0.34,,1.07,3470.0,61.8,17/11/28,Controversial,,,0.448413,,1.91,05 25 07.557,0.008,,0,PTFO 8-8695
CVSO 30 c,,,+01 34 24.33,imaging,2016.0,330.0,,0.00268,0.34,,1.07,3470.0,,17/11/28,Controversial,,,,4.7,1.63,05 25 07.557,,1600.0,0,CVSO 30
Kepler-1031 b,,,+48 57 19,transit,2016.0,,,,1.09,0.03,1.12,6011.0,,16/05/10,Confirmed planets,,,1.22621732,,0.078,19 44 22,,,0,Kepler-1031
Kepler-1103 b,,,+49 27 09,transit,2016.0,,,,1.11,-0.01,1.15,6092.0,,16/05/10,Confirmed planets,,,19.79191978,,0.203,19 09 32,,,0,Kepler-1103
