PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,DiscoveryMethod,DiscoveryYear,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,ListsPlanetIsOn,HostStar
HATS-26 b,0,0.65,1.75,3.3023881,0.04735,0.122,,transit,2016.0,1.2990000000000002,2.04,-0.02,6071.0,Confirmed planets,HATS-26
Kepler-1220 b,0,,0.136,7.42693741,,,,transit,2016.0,1.0,0.99,-0.04,5842.0,Confirmed planets,Kepler-1220
Kepler-206 c,0,,0.1613,13.137471,,,,transit,2014.0,1.021,1.185,,5764.0,Confirmed planets,Kepler-206
Kepler-206 b,0,,0.10935999999999998,7.781986999999999,,,,transit,2014.0,1.021,1.185,,5764.0,Confirmed planets,Kepler-206
Kepler-206 d,0,,0.10845,23.44281,,,,transit,2014.0,1.021,1.185,,5764.0,Confirmed planets,Kepler-206
KOI-1860 b,0,,0.221,6.319,0.0458,,,transit,2014.0,0.9990000000000001,1.075,,,Confirmed planets,KOI-1860
KOI-1860 c,0,,0.22699999999999998,12.209000000000001,0.1038,,,transit,2014.0,0.9990000000000001,1.075,,,Confirmed planets,KOI-1860
KOI-1860.03,0,,0.15,3.076452083,0.0414,,,transit,2014.0,0.9990000000000001,1.075,,,Kepler Objects of Interest,KOI-1860
KOI-1860.04,0,,0.131,24.843509899999997,0.1667,,,transit,2014.0,0.9990000000000001,1.075,,,Kepler Objects of Interest,KOI-1860
Kepler-1537 b,0,,0.105,1.4444538,,,,transit,2016.0,0.81,0.77,-0.08,5079.0,Confirmed planets,Kepler-1537
HD 204313 b,0,3.55,,1920.1,3.04,0.23,153.8,RV,2009.0,1.045,,0.18,5767.0,Confirmed planets,HD 204313
HD 204313 c,0,0.054000000000000006,,34.873000000000005,0.2103,0.17,585.7,RV,2011.0,1.045,,0.18,5767.0,Confirmed planets,HD 204313
HD 204313 d,0,1.68,,2831.6,3.93,0.28,135.1,RV,2012.0,1.045,,0.18,5767.0,Confirmed planets,HD 204313
HD 159868 b,0,2.1,,1178.4,2.25,0.01,224.9,RV,2007.0,1.09,,,5395.0,Confirmed planets,HD 159868
HD 159868 c,0,0.73,,352.3,1.0,0.15,336.8,RV,2012.0,1.09,,,5395.0,Confirmed planets,HD 159868
HD 1690 b,0,6.1,,533.0,1.3,0.64,674.4,RV,2010.0,1.09,16.7,-0.32,4393.0,Confirmed planets,HD 1690
Kepler-988 b,0,,0.185,17.76080053,,,,transit,2016.0,0.55,0.53,-0.32,4005.0,Confirmed planets,Kepler-988
Kepler-449 b,2,,0.1834,12.582419999999999,0.105,0.03,,transit,2015.0,0.9690000000000001,1.57,,5588.0,"Confirmed planets, Planets in binary systems, S-type",Kepler-449
Kepler-449 c,2,,0.2466,33.6727,0.20199999999999999,0.05,,transit,2015.0,0.9690000000000001,1.57,,5588.0,"Confirmed planets, Planets in binary systems, S-type",Kepler-449
Kepler-683 b,0,,0.17600000000000002,2.53918318,,,,transit,2016.0,0.96,0.95,-0.03,5703.0,Confirmed planets,Kepler-683
Kepler-1012 b,0,,0.115,5.50860439,,,,transit,2016.0,0.95,0.91,0.05,5556.0,Confirmed planets,Kepler-1012
Kepler-1001 b,0,,0.281,14.30511983,,,,transit,2016.0,0.9,0.88,-0.03,5491.0,Confirmed planets,Kepler-1001
Kepler-184 b,0,,0.21506999999999998,10.687576,,,,transit,2014.0,0.97,0.873,,5788.0,Confirmed planets,Kepler-184
Kepler-184 c,0,,0.17953,20.303005,,,,transit,2014.0,0.97,0.873,,5788.0,Confirmed planets,Kepler-184
Kepler-184 d,0,,0.22691,29.022358,,,,transit,2014.0,0.97,0.873,,5788.0,Confirmed planets,Kepler-184
Kepler-18 b,0,0.0217,0.179,3.504725,0.0447,,1181.7,transit,2011.0,0.972,1.1079999999999999,0.2,5383.0,Confirmed planets,Kepler-18
Kepler-18 c,0,0.054000000000000006,0.49,7.641589999999999,0.0752,,911.1,transit,2011.0,0.972,1.1079999999999999,0.2,5383.0,Confirmed planets,Kepler-18
Kepler-18 d,0,0.052000000000000005,0.62,14.85888,0.1172,,729.8,transit,2011.0,0.972,1.1079999999999999,0.2,5383.0,Confirmed planets,Kepler-18
HD 32518 b,0,3.04,,157.54,0.59,0.01,,RV,2009.0,1.13,10.22,-0.15,4580.0,Confirmed planets,HD 32518
HAT-P-44 b,0,0.392,1.28,,0.0507,0.07200000000000001,1126.0,transit,2013.0,0.9390000000000001,0.9790000000000001,0.33,5295.0,Confirmed planets,HAT-P-44
HAT-P-44 c,0,1.6,,219.9,0.6990000000000001,,,transit,2013.0,0.9390000000000001,0.9790000000000001,0.33,5295.0,Confirmed planets,HAT-P-44
Kepler-1312 b,0,,0.187,5.44832529,,,,transit,2016.0,0.99,0.92,-0.02,5719.0,Confirmed planets,Kepler-1312
Kepler-1569 b,0,,0.15,5.79180156,,,,transit,2016.0,1.25,1.4,0.06,6319.0,Confirmed planets,Kepler-1569
HD 200964 b,0,1.85,,613.8,1.601,0.04,,RV,2010.0,1.44,4.3,-0.15,5164.0,Confirmed planets,HD 200964
HD 200964 c,0,0.895,,825.0,1.95,0.18100000000000002,,RV,2010.0,1.44,4.3,-0.15,5164.0,Confirmed planets,HD 200964
Kepler-1342 b,0,,0.14800000000000002,2.21571036,,,,transit,2016.0,0.93,0.9,0.03,5527.0,Confirmed planets,Kepler-1342
Kepler-1634 b,0,,0.285,374.876239,,,,transit,2016.0,0.92,0.89,0.02,5474.0,Confirmed planets,Kepler-1634
Kepler-1265 b,0,,0.12,6.49441289,,,,transit,2016.0,0.71,0.69,-0.1,4630.0,Confirmed planets,Kepler-1265
WD 0806-661 B,0,8.0,,,,,340.0,imaging,2011.0,0.62,,,5700.0,Confirmed planets,WD 0806-661
HAT-P-19 b,0,0.292,1.109,4.0087844,0.0466,0.067,1010.0,transit,2010.0,0.8420000000000001,0.82,0.23,4990.0,Confirmed planets,HAT-P-19
Kepler-759 b,0,,0.203,41.805985,,,,transit,2016.0,1.04,1.04,0.06,5860.0,Confirmed planets,Kepler-759
Kepler-563 b,0,,0.276,22.18432708,,,,transit,2016.0,0.8,0.77,-0.08,5066.0,Confirmed planets,Kepler-563
Kepler-1607 b,0,,0.08199999999999999,13.6473676,,,,transit,2016.0,1.14,1.21,0.05,6116.0,Confirmed planets,Kepler-1607
Kepler-1631 b,0,,0.12,4.09513932,,,,transit,2016.0,0.97,0.95,0.04,5679.0,Confirmed planets,Kepler-1631
