,PlanetIdentifier,Declination,DiscoveryMethod,DiscoveryYear,DistFromSunParsec,Eccentricity,HostStarMassSlrMass,HostStarMetallicity,HostStarRadiusSlrRad,HostStarTempK,ListsPlanetIsOn,PeriodDays,PlanetaryMassJpt,RadiusJpt,RightAscension,SemiMajorAxisAU,SurfaceTempK,TypeFlag,HostStar,HostStarLuminosity,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarClass,HostStarColor
2171,HIP 109600 b,+29 03 56.920,RV,2016.0,66.7,0.163,0.87,-0.12,,5530.0,Confirmed planets,232.08,2.68,,22 12 06.2522,0.706,,0,HIP 109600,,,,G,#fff4ea
2172,Kepler-1387 b,+43 12 34,transit,2016.0,,,0.82,0.02,0.77,5046.0,Confirmed planets,2.27952666,,0.083,19 29 46,,,0,Kepler-1387,1.3249123248245161e+26,0.5610947822448933,0.8083410569764177,K,#ffd2a1
2173,Kepler-1642 b,+43 38 37,transit,2016.0,,,0.88,-0.01,0.84,5355.0,Confirmed planets,12.205751300000001,,0.285,19 48 51,,,0,Kepler-1642,1.9999225523951623e+26,0.6893650302643897,0.9931335575373167,G,#fff4ea
2174,Kepler-1642 c,+43 38 37,transit,2016.0,,,0.88,-0.01,0.84,5355.0,Confirmed planets,6.651380199999999,,0.237,19 48 51,,,0,Kepler-1642,1.9999225523951623e+26,0.6893650302643897,0.9931335575373167,G,#fff4ea
2175,Kepler-37 b,+44 31 05,transit,2013.0,66.0,0.08,0.8029999999999999,-0.32,0.77,5417.0,Confirmed planets,13.367308,,0.027000000000000003,18 56 14,0.1003,,0,Kepler-37,1.759679188427619e+26,0.6466352996221256,0.9315749818302091,G,#fff4ea
2176,Kepler-37 c,+44 31 05,transit,2013.0,66.0,0.09,0.8029999999999999,-0.32,0.77,5417.0,Confirmed planets,21.301886,,0.0662,18 56 14,0.1368,,0,Kepler-37,1.759679188427619e+26,0.6466352996221256,0.9315749818302091,G,#fff4ea
2177,Kepler-37 d,+44 31 05,transit,2013.0,66.0,0.15,0.8029999999999999,-0.32,0.77,5417.0,Confirmed planets,39.792187,,0.181349,18 56 14,0.2076,,0,Kepler-37,1.759679188427619e+26,0.6466352996221256,0.9315749818302091,G,#fff4ea
2178,Kepler-37 e,+44 31 05,timing,2014.0,66.0,,0.8029999999999999,-0.32,0.77,5417.0,Confirmed planets,51.19600000000001,,,18 56 14,0.2508,,0,Kepler-37,1.759679188427619e+26,0.6466352996221256,0.9315749818302091,G,#fff4ea
2179,KOI-195 b,+49 28 24,transit,2014.0,880.0,,0.91,-0.21,0.92,5725.0,Confirmed planets,3.21751883,0.34,1.09,19 17 44,0.0414,1300.0,0,KOI-195,3.13396631171105e+26,0.8629583233834894,1.2432206916263049,G,#fff4ea
2180,Kepler-83 b,+43 39 56,transit,2014.0,619.67,,0.664,,0.594,4648.0,Confirmed planets,9.770469,,0.23056,18 48 55,,,0,Kepler-83,5.676152728196922e+25,0.3672566736110212,0.5290882345058165,K,#ffd2a1
2181,Kepler-83 d,+43 39 56,transit,2014.0,619.67,,0.664,,0.594,4648.0,Confirmed planets,5.169796,,0.17679,18 48 55,,,0,Kepler-83,5.676152728196922e+25,0.3672566736110212,0.5290882345058165,K,#ffd2a1
2182,Kepler-83 c,+43 39 56,transit,2014.0,619.67,,0.664,,0.594,4648.0,Confirmed planets,20.090227,,0.2096,18 48 55,,,0,Kepler-83,5.676152728196922e+25,0.3672566736110212,0.5290882345058165,K,#ffd2a1
2183,HD 48265 b,-48 32 31,RV,2008.0,87.4,0.18,0.93,0.17,,5940.0,Confirmed planets,700.0,1.16,,06 40 02,1.51,291.4,0,HD 48265,,,,G,#fff4ea
2184,Kepler-1119 b,+44 19 39,transit,2016.0,,,1.11,0.03,1.17,6083.0,Confirmed planets,8.326515299999999,,0.171,19 48 05,,,0,Kepler-1119,6.460404252817013e+26,1.239003425981459,1.784969974142672,F,#f8f7ff
2185,Kepler-926 b,+40 42 02,transit,2016.0,,,1.01,0.03,1.01,5806.0,Confirmed planets,52.0688601,,0.206,19 18 43,,,0,Kepler-926,3.995467280913174e+26,0.9743757108094809,1.403734122810144,G,#fff4ea
2186,Kepler-441 b,+49 00 45.2,transit,2015.0,284.0,,0.0572,-0.57,0.55,4340.0,Confirmed planets,207.2482,,0.146,18 58 16.05,0.64,,0,Kepler-441,3.6991419917261363e+25,0.2964784702230873,0.4271216335893186,K,#ffd2a1
2187,Kepler-97 b,+48 40 24,transit,2014.0,414.4,,0.94,-0.2,0.98,5779.0,Confirmed planets,2.58664,0.011041,0.134873,19 09 18,,,0,Kepler-97,3.692152529880428e+26,0.9366610850405525,1.3494005566779612,G,#fff4ea
2188,Kepler-97 c,+48 40 24,RV,2014.0,414.4,,0.94,-0.2,0.98,5779.0,Confirmed planets,,,,19 09 18,,,0,Kepler-97,3.692152529880428e+26,0.9366610850405525,1.3494005566779612,G,#fff4ea
2189,Kepler-1177 b,+49 24 23,transit,2016.0,,,0.98,0.02,0.97,5712.0,Confirmed planets,106.247547,,0.17,19 06 41,,,0,Kepler-1177,3.452335297502802e+26,0.9057308164828214,1.3048408730564365,G,#fff4ea
2190,Kepler-1489 b,+44 27 55,transit,2016.0,,,0.93,-0.13,0.9,5655.0,Confirmed planets,82.294751,,0.158,18 45 11,,,0,Kepler-1489,2.855171243887561e+26,0.8236804165905642,1.186634985079925,G,#fff4ea
2191,BD+15 2940 b,+15 32 48.9291,RV,2013.0,508.0,0.26,1.1,0.28,14.7,4796.0,Confirmed planets,137.48,1.11,,16 00 22.93827,0.539,,0,BD+15 2940,3.9406518939497198e+28,9.676687055631758,13.940716773882611,K,#ffd2a1
2192,Kepler-557 b,+41 36 54,transit,2016.0,,,1.11,0.02,1.16,6068.0,Confirmed planets,3.70598955,,0.238,19 34 50,,,0,Kepler-557,6.288035311955476e+26,1.2223628603059402,1.7609967473858361,F,#f8f7ff
2193,Kepler-190 b,+44 44 01,transit,2014.0,470.3,,0.802,,0.795,5106.0,Confirmed planets,2.0199990000000003,,0.14215999999999998,19 14 20,,,0,Kepler-190,1.4807243020215529e+26,0.5931707976629882,0.8545513605242738,K,#ffd2a1
2194,Kepler-190 c,+44 44 01,transit,2014.0,470.3,,0.802,,0.795,5106.0,Confirmed planets,3.763024,,0.13305,19 14 20,,,0,Kepler-190,1.4807243020215529e+26,0.5931707976629882,0.8545513605242738,K,#ffd2a1
2195,Kepler-989 b,+47 14 01,transit,2016.0,,,0.82,0.01,0.78,5074.0,Confirmed planets,7.96431535,,0.197,18 46 20,,,0,Kepler-989,1.3899774733799576e+26,0.5747070716113262,0.8279515982299074,K,#ffd2a1
2196,Kepler-1388 b,+47 10 28,transit,2016.0,,,0.63,0.02,0.61,4098.0,Confirmed planets,12.2854603,,0.231,18 53 21,,,0,Kepler-1388,3.617130613529649e+25,0.29317352965138693,0.42236037178559255,K,#ffd2a1
2197,Kepler-1388 c,+47 10 28,transit,2016.0,,,0.63,0.02,0.61,4098.0,Confirmed planets,5.53608151,,0.202,18 53 21,,,0,Kepler-1388,3.617130613529649e+25,0.29317352965138693,0.42236037178559255,K,#ffd2a1
2198,Kepler-1388 d,+47 10 28,transit,2016.0,,,0.63,0.02,0.61,4098.0,Confirmed planets,20.9568158,,0.255,18 53 21,,,0,Kepler-1388,3.617130613529649e+25,0.29317352965138693,0.42236037178559255,K,#ffd2a1
2199,Kepler-1388 e,+47 10 28,transit,2016.0,,,0.63,0.02,0.61,4098.0,Confirmed planets,37.6327084,,0.219,18 53 21,,,0,Kepler-1388,3.617130613529649e+25,0.29317352965138693,0.42236037178559255,K,#ffd2a1
2200,TrES-3 b,+37 32 46,transit,2007.0,400.0,0.0,0.88,0.001,0.85,5720.0,Confirmed planets,1.30618608,1.91,1.305,17 52 07,0.0226,,0,TrES-3,2.665868184257018e+26,0.795906398051369,1.146622352254092,G,#fff4ea
2201,Kepler-1217 b,+50 56 15,transit,2016.0,,,1.06,0.07,1.08,5905.0,Confirmed planets,2.03232507,,0.17800000000000002,19 16 45,,,0,Kepler-1217,4.888142114305192e+26,1.0777414147469524,1.5526478982005185,G,#fff4ea
2202,Kepler-56 b,+41 52 18.7,transit,2012.0,,,1.32,0.2,4.22,4840.0,Confirmed planets,10.51057,0.0695,0.581,19 35 02.01,0.1028,,0,Kepler-56,3.368395306274978e+27,2.8291383569299686,4.075797462638248,K,#ffd2a1
2203,Kepler-56 c,+41 52 18.7,transit,2012.0,,,1.32,0.2,4.22,4840.0,Confirmed planets,21.40239,0.569,0.8740000000000001,19 35 02.01,0.1652,,0,Kepler-56,3.368395306274978e+27,2.8291383569299686,4.075797462638248,K,#ffd2a1
2204,Kepler-56 d,+41 52 18.7,RV,2012.0,,0.4,1.32,0.2,4.22,4840.0,Controversial,,3.3,,19 35 02.01,2.0,,0,Kepler-56,3.368395306274978e+27,2.8291383569299686,4.075797462638248,K,#ffd2a1
2205,YBP1514 b,+11 53 11.51,RV,2014.0,750.0,0.39,0.96,0.03,0.89,5725.0,"""Confirmed planets,  Planets in open clusters""",5.118,0.4,,08 51 00.766,,,0,YBP1514,2.9329096355225927e+26,0.834818378055767,1.2026808864645775,G,#fff4ea
2206,Kepler-1628 b,+43 24 42,transit,2016.0,,,0.55,0.17,0.52,3724.0,Confirmed planets,76.378033,,0.574,18 46 32,,,0,Kepler-1628,1.792512040346844e+25,0.20638289532370593,0.2973254662614289,K,#ffd2a1
2207,Kepler-1235 b,+43 57 14,transit,2016.0,,,0.93,0.01,0.9,5541.0,Confirmed planets,4.16055856,,0.07,18 59 37,,,0,Kepler-1235,2.6318087380898702e+26,0.790805757102576,1.139274115153564,G,#fff4ea
2208,BD+14 4559 b,+14 41 21.7994,RV,2009.0,48.36,0.29,0.86,0.1,,5008.0,Confirmed planets,268.94,1.47,,21 13 35.99143,0.777,,0,BD+14 4559,,,,K,#ffd2a1
2209,Kepler-105 b,+46 16 34,transit,2014.0,488.45,,1.18,,1.16,5873.0,Confirmed planets,5.4122,,0.25972,19 11 32,,,0,Kepler-105,5.517885531940596e+26,1.145062002818895,1.6496332864813117,G,#fff4ea
2210,Kepler-105 c,+46 16 34,transit,2014.0,488.45,,1.18,,1.16,5873.0,Confirmed planets,7.125939,0.014483,0.14672000000000002,19 11 32,,,0,Kepler-105,5.517885531940596e+26,1.145062002818895,1.6496332864813117,G,#fff4ea
2211,KOI-115.03,+46 16 34,transit,2013.0,488.45,,1.18,,1.16,5873.0,Controversial,3.43632,,0.0023,19 11 32,,,0,KOI-115,5.517885531940596e+26,1.145062002818895,1.6496332864813117,G,#fff4ea
2212,Kepler-372 c,+49 15 32,transit,2014.0,1539.69,,1.202,,1.137,6509.0,Confirmed planets,20.053763,,0.19046,19 25 01,,,0,Kepler-372,7.998245319790844e+26,1.3786055430227095,1.986087728960819,F,#f8f7ff
2213,Kepler-372 d,+49 15 32,transit,2014.0,1539.69,,1.202,,1.137,6509.0,Confirmed planets,30.092568,,0.15400999999999998,19 25 01,,,0,Kepler-372,7.998245319790844e+26,1.3786055430227095,1.986087728960819,F,#f8f7ff
2214,Kepler-372 b,+49 15 32,transit,2014.0,1539.69,,1.202,,1.137,6509.0,Confirmed planets,6.849692,,0.12394,19 25 01,,,0,Kepler-372,7.998245319790844e+26,1.3786055430227095,1.986087728960819,F,#f8f7ff
2215,KOI-423 b,+46 02 04,transit,2011.0,1200.0,0.0,1.26,0.1,1.25,6350.0,Confirmed planets,21.087212,19.1,1.11,19 47 50,0.162,,0,KOI-423,8.756521779322486e+26,1.4424756017582805,2.0781021130206647,F,#f8f7ff
2216,Kepler-118 c,+41 25 29,transit,2014.0,899.38,,0.77,,1.094,5274.0,Confirmed planets,20.17202,,0.6998800000000001,19 56 51,,,0,Kepler-118,3.191624945548672e+26,0.8708604859165224,1.2546049400928383,G,#fff4ea
2217,Kepler-118 b,+41 25 29,transit,2014.0,899.38,,0.77,,1.094,5274.0,Confirmed planets,7.518496000000002,,0.17862,19 56 51,,,0,Kepler-118,3.191624945548672e+26,0.8708604859165224,1.2546049400928383,G,#fff4ea
2218,KOI-3681 b,+37 51 36.63,transit,2015.0,,,1.09,-0.84,2.27,6382.0,Confirmed planets,217.83176260000002,4.2,1.055,19 30 30.582,,,0,KOI-3681,2.946426547084929e+27,2.6460038361398164,3.811964761303716,F,#f8f7ff
2219,KOI-3681.02,+37 51 36.63,transit,2015.0,,,1.09,-0.84,2.27,6382.0,Controversial,10.51420148,,0.171,19 30 30.582,,,0,KOI-3681,2.946426547084929e+27,2.6460038361398164,3.811964761303716,F,#f8f7ff
2220,Kepler-1605 b,+47 29 19,transit,2016.0,,,0.86,-0.01,0.82,5280.0,Confirmed planets,85.7565495,,0.096,19 08 32,,,0,Kepler-1605,1.8012753253781165e+26,0.6542333970198791,0.9425211789360471,G,#fff4ea
2221,Kepler-1134 b,+42 28 42,transit,2016.0,,,0.84,-0.1,0.81,5281.0,Confirmed planets,17.13263989,,0.236,19 42 16,,,0,Kepler-1134,1.7589415691204904e+26,0.6464997576781093,0.9313797133626385,G,#fff4ea
2222,Kepler-382 b,+45 52 11,transit,2014.0,841.11,,0.8740000000000001,,0.945,5600.0,Confirmed planets,5.262155,,0.12029,19 56 32,,,0,Kepler-382,3.0271394651136693e+26,0.8481230668381572,1.2218482830139996,G,#fff4ea
2223,Kepler-382 c,+45 52 11,transit,2014.0,841.11,,0.8740000000000001,,0.945,5600.0,Confirmed planets,12.162701,,0.1449,19 56 32,,,0,Kepler-382,3.0271394651136693e+26,0.8481230668381572,1.2218482830139996,G,#fff4ea
2224,Kepler-1333 b,+41 06 41,transit,2016.0,,,0.94,-0.04,0.92,5628.0,Confirmed planets,109.6471842,,0.251,19 34 07,,,0,Kepler-1333,2.9269055944132844e+26,0.8339634503032306,1.2014492350128232,G,#fff4ea
2225,Kepler-1460 b,+44 00 39,transit,2016.0,,,0.7,-0.02,0.67,4422.0,Confirmed planets,29.963324699999998,,0.175,19 02 14,,,0,Kepler-1460,5.916178425646017e+25,0.3749413094281439,0.540159103163762,K,#ffd2a1
2226,WASP-118 b,+02 42 10,transit,2016.0,250.0,,1.32,0.16,1.696,6410.0,Confirmed planets,4.0460435,0.514,1.44,01 18 12,0.05453,,0,WASP-118,1.6737882659624787e+27,1.9943111599992474,2.873103871263685,F,#f8f7ff
2227,HD 181433 b,-66 28 08,RV,2008.0,26.15,0.396,0.78,0.33,,4962.0,Confirmed planets,9.3743,0.0238,,19 25 10,0.08,660.5,0,HD 181433,,,,K,#ffd2a1
2228,HD 181433 c,-66 28 08,RV,2008.0,26.15,0.28,0.78,0.33,,4962.0,Confirmed planets,962.0,0.64,,19 25 10,1.76,141.6,0,HD 181433,,,,K,#ffd2a1
2229,HD 181433 d,-66 28 08,RV,2008.0,26.15,0.48,0.78,0.33,,4962.0,Confirmed planets,2172.0,0.54,,19 25 10,3.0,107.3,0,HD 181433,,,,K,#ffd2a1
2230,Kepler-1250 b,+45 58 49,transit,2016.0,,,0.99,0.04,0.98,5717.0,Confirmed planets,2.60754383,,0.171,19 11 11,,,0,Kepler-1250,3.536239128018029e+26,0.9166709589778862,1.3206017865914934,G,#fff4ea
2231,HAT-P-51 b,+32 48 38.8,transit,2015.0,470.0,,0.976,0.27,1.041,5449.0,Confirmed planets,4.2180278,0.309,1.293,01 24 15.66,0.05069,1192.0,0,HAT-P-51,3.2929519652728336e+26,0.8845764192289084,1.2743647959710078,G,#fff4ea
2232,Kepler-1345 b,+46 01 22,transit,2016.0,,,1.32,0.04,1.55,6449.0,Confirmed planets,44.616955700000005,,0.211,19 29 55,,,0,Kepler-1345,1.4323515062564565e+27,1.8448772041517418,2.657821880341127,F,#f8f7ff
2233,WASP-81 b,+03 17 39,,2016.0,410.0,0.0,1.08,-0.36,1.283,5870.0,Confirmed planets,2.7164762,0.7290000000000001,1.429,20 16 50,0.03908,,0,WASP-81,6.736315551171175e+26,1.2651845256089684,1.82268776873886,G,#fff4ea
2234,WASP-81 c,+03 17 39,,2016.0,410.0,0.557,1.08,-0.36,1.283,5870.0,Confirmed planets,1297.0,56.6,,20 16 50,2.426,,0,WASP-81,6.736315551171175e+26,1.2651845256089684,1.82268776873886,G,#fff4ea
2235,Kepler-1480 b,+49 18 07,transit,2016.0,,,0.85,0.07,0.81,5156.0,Confirmed planets,22.12679948,,0.149,19 27 59.9,,,0,Kepler-1480,1.5982266844359064e+26,0.6162569764443157,0.8878104581815032,K,#ffd2a1
2236,BD+20 594 b,+20 35 57.268,transit,2016.0,173.0,0.0,0.961,-0.15,0.928,5766.0,Confirmed planets,41.6855,0.05129,0.1989,03 34 36.2296,0.241,,0,BD+20 594,3.2810376175120806e+26,0.8829747102613726,1.272057294349613,G,#fff4ea
2237,HD 164922 b,+26 18 46.805,RV,2006.0,22.04,0.126,0.8740000000000001,0.16,0.999,5293.0,Confirmed planets,1201.1,0.33855,,18 02 30.8624,2.115,,0,HD 164922,2.6999471143338277e+26,0.8009774486482548,1.1539279600215842,G,#fff4ea
2238,HD 164922 c,+26 18 46.805,RV,2016.0,22.04,0.22,0.8740000000000001,0.16,0.999,5293.0,Confirmed planets,75.765,0.04059,,18 02 30.8624,0.3351,,0,HD 164922,2.6999471143338277e+26,0.8009774486482548,1.1539279600215842,G,#fff4ea
2239,Kepler-12 b,+50 02 25,transit,2011.0,600.0,0.01,1.09,0.08,1.42,5953.0,Confirmed planets,4.4379637,0.43,1.75,19 04 58,0.0556,1354.2,0,Kepler-12,8.728445890687071e+26,1.4401612525129186,2.074767946362184,G,#fff4ea
2240,WASP-68 b,-19 18 52,transit,2011.0,,,1.24,0.22,1.69,5911.0,Confirmed planets,5.084298,0.95,1.24,20 20 23,0.06206,1490.0,0,WASP-68,1.2018048481017514e+27,1.6898946688933754,2.4345463298852783,G,#fff4ea
2241,HD 171238 b,-28 04 20,RV,2009.0,50.28,0.4,0.943,0.17,,5467.0,Confirmed planets,1523.0,2.6,,18 34 44,2.54,152.4,0,HD 171238,,,,G,#fff4ea
2242,Kepler-863 b,+43 14 56,transit,2016.0,,,0.96,-0.03,0.95,5678.0,Confirmed planets,15.59461874,,0.259,19 50 39,,,0,Kepler-863,3.233296025037512e+26,0.87652719349201,1.262768680936799,G,#fff4ea
2243,Kepler-514 b,+50 14 33,transit,2016.0,,,1.28,0.36,1.44,6106.0,Confirmed planets,5.65179605,,0.153,19 04 59,,,0,Kepler-514,9.935023278936697e+26,1.5364806830889595,2.2135305098059157,F,#f8f7ff
2244,Kepler-1493 b,+38 33 55,transit,2016.0,,,1.06,0.06,1.29,5863.0,Confirmed planets,15.0217983,,0.126,19 14 12,,,0,Kepler-1493,6.777596383399226e+26,1.269055194934127,1.8282640475290262,G,#fff4ea
2245,Kepler-1157 b,+43 31 32,transit,2016.0,,,0.76,0.05,0.71,4679.0,Confirmed planets,4.45743164,,0.097,18 52 29,,,0,Kepler-1157,8.328093324279031e+25,0.44485190191012025,0.6408757806467181,K,#ffd2a1
2246,Kepler-220 c,+46 53 44,transit,2014.0,208.38,,0.7170000000000001,,0.6659999999999999,4632.0,Confirmed planets,9.034199,,0.14307,19 26 01,,,0,Kepler-220,7.037839626867592e+25,0.4089425899648573,0.5891430394207253,K,#ffd2a1
2247,Kepler-220 d,+46 53 44,transit,2014.0,208.38,,0.7170000000000001,,0.6659999999999999,4632.0,Confirmed planets,28.122397,,0.08931,19 26 01,,,0,Kepler-220,7.037839626867592e+25,0.4089425899648573,0.5891430394207253,K,#ffd2a1
2248,Kepler-220 e,+46 53 44,transit,2014.0,208.38,,0.7170000000000001,,0.6659999999999999,4632.0,Confirmed planets,45.90273300000001,,0.1212,19 26 01,,,0,Kepler-220,7.037839626867592e+25,0.4089425899648573,0.5891430394207253,K,#ffd2a1
2249,Kepler-220 b,+46 53 44,transit,2014.0,208.38,,0.7170000000000001,,0.6659999999999999,4632.0,Confirmed planets,4.159807,,0.07382000000000001,19 26 01,,,0,Kepler-220,7.037839626867592e+25,0.4089425899648573,0.5891430394207253,K,#ffd2a1
2250,Kepler-770 b,+38 22 30,transit,2016.0,,,0.94,-0.01,0.92,5598.0,Confirmed planets,18.92540274,,0.205,19 05 58,,,0,Kepler-770,2.8649954475950835e+26,0.825096278307301,1.1886747459061806,G,#fff4ea
2251,Kepler-770 c,+38 22 30,transit,2016.0,,,0.94,-0.01,0.92,5598.0,Confirmed planets,1.47532231,,0.107,19 05 58,,,0,Kepler-770,2.8649954475950835e+26,0.825096278307301,1.1886747459061806,G,#fff4ea
2252,Kepler-770 d,+38 22 30,transit,2016.0,,,0.94,-0.01,0.92,5598.0,Confirmed planets,4.15244722,,0.125,19 05 58,,,0,Kepler-770,2.8649954475950835e+26,0.825096278307301,1.1886747459061806,G,#fff4ea
2253,Kepler-359 c,+42 11 46,transit,2014.0,2152.57,,,,1.086,6248.0,Confirmed planets,57.68802,,0.39186,19 33 10,,,0,Kepler-359,6.194987565348814e+26,1.2132851429721039,1.7479189361910712,F,#f8f7ff
2254,Kepler-359 b,+42 11 46,transit,2014.0,2152.57,,,,1.086,6248.0,Confirmed planets,25.563222,,0.32169000000000003,19 33 10,,,0,Kepler-359,6.194987565348814e+26,1.2132851429721039,1.7479189361910712,F,#f8f7ff
2255,Kepler-359 d,+42 11 46,transit,2014.0,2152.57,,,,1.086,6248.0,Confirmed planets,77.095691,,0.36543,19 33 10,,,0,Kepler-359,6.194987565348814e+26,1.2132851429721039,1.7479189361910712,F,#f8f7ff
2256,Kepler-1107 b,+39 08 30,transit,2016.0,,,0.86,0.01,0.82,5268.0,Confirmed planets,0.57103852,,0.12,19 24 12,,,0,Kepler-1107,1.7849558352611777e+26,0.6512629881563436,0.9382418601535842,G,#fff4ea
2257,Kepler-264 b,+37 22 34,transit,2014.0,804.0,,1.37,,1.55,6158.0,Confirmed planets,40.806231,,0.30346,19 28 10,,,0,Kepler-264,1.1908000374107246e+27,1.6821397743887674,2.423374243066871,F,#f8f7ff
2258,Kepler-264 c,+37 22 34,transit,2014.0,804.0,,1.37,,1.55,6158.0,Confirmed planets,140.10126100000002,,0.2579,19 28 10,,,0,Kepler-264,1.1908000374107246e+27,1.6821397743887674,2.423374243066871,F,#f8f7ff
2259,Kepler-1452 b,+38 15 59,transit,2016.0,,,1.41,0.14,2.06,6101.0,Confirmed planets,42.913751,,0.241,19 29 41,,,0,Kepler-1452,2.0265403052566966e+27,2.19442267874581,3.1613944804359373,F,#f8f7ff
2260,Ross 458 C,+12 22 33,imaging,2010.0,114.0,,,,,,"""Confirmed planets,  Planets in binary systems,  P-type""",,12.5,1.1,13 00 47,,695.0,1,Ross 458,,,,P-type binary,nan
2261,HAT-P-4 b,+36 13 47,transit,2007.0,310.0,0.0,1.26,0.24,1.59,5890.0,Confirmed planets,3.0565114,0.68,1.27,15 19 58,0.0446,1550.7,0,HAT-P-4,1.0487503838670952e+27,1.5786240920533383,2.274244401335185,G,#fff4ea
2262,Kepler-1276 b,+40 32 50,transit,2016.0,,,1.14,-0.02,1.21,6188.0,Confirmed planets,12.5720095,,0.106,19 11 26,,,0,Kepler-1276,7.39926643402367e+26,1.3259800591535804,1.9102728388553167,F,#f8f7ff
2263,Kepler-530 b,+48 32 57,transit,2016.0,,,0.97,-0.08,0.89,5697.0,Confirmed planets,39.30941904,,0.269,18 53 22,,,0,Kepler-530,2.8759517535512437e+26,0.8266724380654149,1.1909454400654453,G,#fff4ea
2264,HD 215456 b,-48 58 04,RV,2011.0,38.0,0.15,,,,5940.0,Confirmed planets,191.99,0.101,,22 46 08,0.652,407.7,0,HD 215456,,,,G,#fff4ea
2265,HD 215456 c,-48 58 04,RV,2011.0,38.0,0.19,,,,5940.0,Confirmed planets,2277.0,0.246,,22 46 08,3.394,178.5,0,HD 215456,,,,G,#fff4ea
2266,KELT-8 b,+24 07 38.6,transit,2015.0,236.0,0.035,1.211,0.272,1.67,5754.0,Confirmed planets,3.24406,0.867,1.86,18 53 13.322,0.04571,1675.0,0,KELT-8,1.0537293517025869e+27,1.5823669330524148,2.279636524279518,G,#fff4ea
2267,Kepler-1311 b,+43 49 28,transit,2016.0,,,1.05,0.09,1.4,5748.0,Confirmed planets,11.1726994,,0.111,19 18 36,,,0,Kepler-1311,7.374622841687304e+26,1.3237700991728818,1.9070890605647284,G,#fff4ea
2268,Kepler-1311 c,+43 49 28,transit,2016.0,,,1.05,0.09,1.4,5748.0,Confirmed planets,2.53573424,,0.109,19 18 36,,,0,Kepler-1311,7.374622841687304e+26,1.3237700991728818,1.9070890605647284,G,#fff4ea
2269,Kepler-1622 b,+47 48 56,transit,2016.0,,,1.31,0.04,1.5,6436.0,Confirmed planets,10.8118737,,0.131,19 49 19,,,0,Kepler-1622,1.330648549311137e+27,1.7781743548745021,2.5617264372996167,F,#f8f7ff
2270,WASP-64 b,-32 51 30,transit,2011.0,350.0,0.0,0.98,-0.08,1.03,5400.0,Confirmed planets,1.57329,1.271,1.271,06 44 28,0.02648,1689.0,0,WASP-64,3.1093255367595004e+26,0.8595591285994589,1.238323642515282,G,#fff4ea
2271,HATS-36 b,-23 12 10,transit,2017.0,977.0,0.294,1.135,0.13,1.186,5970.0,Confirmed planets,4.1752379,2.79,1.263,19 25 54.8,0.0529,,0,HATS-36,6.1586199938027195e+26,1.2097186158239621,1.7427808197517602,G,#fff4ea
2272,KOI-1612.01,+48 25 23,transit,2014.0,,,1.08,-0.2,1.23,6104.0,Confirmed planets,2.46502,,0.073,18 59 08.6,,,0,KOI-1612,7.239107529517906e+26,1.3115509728294286,1.8894855792700398,F,#f8f7ff
2273,HD 13931 b,+43 46 22.788,RV,2010.0,46.75,0.033,1.022,0.03,1.23,5829.0,Confirmed planets,4460.0,1.92,,02 16 47.3790,5.34,,0,HD 13931,6.020092289715545e+26,1.1960359526081006,1.723068894429784,G,#fff4ea
2274,Kepler-798 b,+42 08 32,transit,2016.0,,,1.19,0.03,1.29,6224.0,Confirmed planets,13.71933369,,0.213,19 29 55,,,0,Kepler-798,8.60744906715818e+26,1.4301444031543173,2.0603371748520485,F,#f8f7ff
2275,Kepler-1163 b,+50 01 48,transit,2016.0,,,1.22,0.02,1.35,6302.0,Confirmed planets,6.11786898,,0.092,19 20 57,,,0,Kepler-1163,9.908270108764433e+26,1.5344105601577558,2.210548187725526,F,#f8f7ff
2276,HD 104985 b,+76 54 20.6475,RV,2003.0,97.1,0.09,2.3,-0.15,11.0,4877.0,Confirmed planets,199.505,8.3,,12 05 15.11890,0.95,,0,HD 104985,2.3594625999432104e+28,7.487713330054568,10.787172326459125,K,#ffd2a1
2277,HD 49674 b,+40 52 03,RV,2002.0,40.7,0.23,1.07,0.25,0.94,5482.0,Confirmed planets,4.9437,0.115,,06 51 30,0.058,969.8,0,HD 49674,2.7506069565132403e+26,0.8084570053417666,1.1647033814916583,G,#fff4ea
2278,Kepler-510 b,+39 14 39,transit,2016.0,,,0.91,-0.35,1.41,5746.0,Confirmed planets,19.55659418,,0.22,19 10 37,,,0,Kepler-510,7.469945219420999e+26,1.33229797729679,1.9193747460399455,G,#fff4ea
2279,MOA-2009-BLG-266L b,-35 00 19,microlensing,2010.0,3040.0,,0.56,,,5700.0,Confirmed planets,2780.0,0.0327,,17 48 06,3.2,,0,MOA-2009-BLG-266L,,,,G,#fff4ea
2280,WASP-29 b,-39 54 24,transit,2010.0,80.0,0.03,0.825,0.11,0.846,4800.0,Confirmed planets,3.922727,0.244,0.792,23 51 31,0.0457,910.6,0,WASP-29,1.3095508916112136e+26,0.5578325477512778,0.8036413196733481,K,#ffd2a1
2281,CoRoT-9 b,+06 12 15,transit,2010.0,460.0,0.11,0.99,-0.01,0.94,5625.0,Confirmed planets,95.2738,0.84,1.05,18 43 09,0.407,376.6,0,CoRoT-9,3.0490357699133774e+26,0.8511849178333707,1.226259337880475,G,#fff4ea
